Frecuencia de transito nocturna,Zona,Estrato,Que tan agradable es transitar?,Las caracteristicas de la zona:,Cantidad de personas le generan:,Zona segura si hay presencia de:,Los andenes le permiten:,Medio de transporte que utiliza,Que sensacion experimenta en TP?,Hora militar,Edad,Actividad Principal,Escolaridad
2,Engativá,2,2,1,1,1,2,3,2,88,33,7,6
1,Chapinero,2,2,1,1,2,1,3,2,23:00:00,16,2,4
3,Rafael Uribe Uribe,3,2,1,4,3,1,1,2,19:00:00,25,1,5
1,Rafael Uribe Uribe,4,3,1,4,3,1,1,2,21:00:00,25,4,8
3,Chapinero,2,3,1,1,2,2,12,11,22:00:00,62,1,1
1,San Cristóbal,2,2,1,1,3,2,1,2,88,27,3,6
1,Chapinero,3,3,5,4,3,1,3,5,19:00:00,18,2,7
3,Engativá,3,2,1,2,1,2,1,2,88,27,1,6
2,Suba,3,2,4,8,4,2,1,2,22:00:00,27,1,9
1,Suba,6,3,5,4,3,2,1,4,88,24,2,8
1,Puente Aranda,3,2,4,3,3,2,3,4,88,38,1,8
2,Suba,3,2,1,1,1,2,1,1,23:00:00,20,1,5
1,Engativá,3,3,6,1,1,2,1,3,88,36,1,8
1,Ciudad Bolívar,1,2,1,3,4,2,1,2,22:00:00,21,4,5
1,Chapinero,4,2,2,4,3,2,6,1,20:00:00,36,1,9
3,Suba,3,2,5,4,3,1,1,2,21:00:00,53,1,5
3,Rafael Uribe Uribe,2,2,2,1,2,2,3,1,88,18,1,6
3,Teusaquillo,2,1,1,1,4,2,4,3,88,49,1,5
1,Barrios Unidos,3,2,4,4,3,2,3,1,21:00:00,34,1,8
1,Kennedy,3,3,4,5,3,2,1,2,88,23,1,8
3,Engativá,3,2,1,1,3,2,3,1,20:00:00,32,1,5
1,Soacha,2,3,5,3,3,2,4,3,21:00:00,57,1,4
1,Fontibón,4,3,5,4,1,2,6,1,19:00:00,52,1,8
2,Engativá,3,2,4,1,3,1,1,3,88,42,1,8
1,Kennedy,3,2,1,1,3,2,3,2,18:00:00,26,1,8
1,Teusaquillo,4,2,1,3,1,2,3,1,22:00:00,24,4,8
2,Chapinero,4,2,3,4,99,2,3,4,88,30,6,4
2,Kennedy,2,2,2,3,1,2,3,3,19:00:00,67,1,3
2,Kennedy,2,2,4,3,2,1,3,3,21:00:00,54,1,4
2,Chapinero,3,2,2,4,2,1,3,3,21:00:00,20,2,5
2,Kennedy,3,2,2,3,3,1,3,10,21:00:00,26,1,6
2,Engativá,2,2,1,3,3,2,3,1,21:30:00,35,1,8
1,Engativá,3,2,2,2,3,1,3,10,19:00:00,21,2,7
2,Engativá,3,2,1,4,1,2,3,2,21:00:00,22,1,8
2,Engativá,4,2,2,3,3,2,1,6,18:30:00,20,2,7
2,Rafael Uribe Uribe,3,2,1,3,3,1,1,1,09:00:00,32,2,5
2,Chapinero,3,2,2,3,1,2,5,3,23:00:00,34,1,8
2,Engativá,3,1,2,3,2,2,1,2,88,35,1,8
2,Fontibón,3,2,1,3,3,1,3,3,20:00:00,25,3,6
1,Engativá,2,2,2,2,2,1,3,1,22:00:00,40,1,4
2,Chapinero,3,2,3,4,2,1,1,3,88,40,1,4
2,Usaquén,4,1,2,1,3,1,3,5,21:00:00,56,1,8
2,Chapinero,3,2,2,3,3,1,1,2,21:00:00,58,5,5
2,Kennedy,3,2,2,2,2,1,1,4,88,24,2,6
1,Kennedy,3,2,2,3,4,1,1,3,21:00:00,25,1,8
2,Kennedy,2,2,3,5,1,1,1,2,21:00:00,17,3,5
2,Fontibón,2,3,3,4,3,2,3,1,88,55,3,5
2,Engativá,3,3,3,4,3,2,1,6,21:00:00,21,1,6
2,Ciudad Bolívar,2,2,2,4,3,1,3,3,22:00:00,23,2,6
3,Antonio Nariño,3,3,5,5,4,1,7,1,05:00:00,37,1,9
2,Chapinero,4,3,3,4,3,1,3,7,88,70,1,8
2,Kennedy,2,2,3,3,3,2,3,6,21:00:00,28,1,6
3,Chapinero,3,1,2,2,3,2,6,1,20:00:00,27,1,5
2,Chapinero,3,2,1,1,2,2,1,2,88,32,1,9
2,Suba,2,3,4,3,1,2,1,2,21:00:00,28,3,7
3,Bosa,2,2,2,3,3,1,1,2,22:00:00,36,1,6
2,Usaquén,3,2,1,1,4,2,1,2,22:00:00,23,1,5
1,Soacha,3,3,2,7,1,2,1,2,18:00:00,33,1,8
1,Teusaquillo,4,3,6,7,3,2,5,1,19:00:00,42,1,6
1,Soacha,3,2,1,1,3,2,3,2,20:00:00,27,3,9
2,Engativá,3,2,4,5,1,2,3,7,22:00:00,17,2,4
2,Engativá,3,2,4,3,3,2,3,1,88,48,1,8
3,Suba,3,2,6,3,3,1,1,2,22:00:00,27,3,7
1,Soacha,2,3,3,4,1,2,1,2,21:00:00,22,2,7
1,Chapinero,3,2,5,4,3,2,1,2,21:00:00,23,2,7
1,Bosa,2,2,2,2,1,2,1,2,88,32,1,6
3,99,2,2,2,7,4,1,6,13,88,25,3,7
1,99,5,1,1,1,3,2,1,1,22:00:00,62,1,9
2,Kennedy,2,4,6,4,3,2,1,2,19:00:00,32,1,4
1,Ciudad Bolívar,2,2,4,5,4,2,10,1,21:30:00,30,2,9
1,Chapinero,3,2,4,7,3,2,1,4,20:00:00,30,1,6
2,Engativá,3,4,4,4,1,1,5,1,18:00:00,27,1,8
1,Bosa,2,3,6,4,3,2,1,1,21:00:00,30,2,6
2,Fontibón,3,2,6,4,4,2,5,13,88,27,1,8
1,Kennedy,3,2,1,7,4,2,3,13,22:00:00,24,1,6
2,Kennedy,2,3,4,4,3,2,1,2,19:00:00,28,1,8
3,Chapinero,3,2,4,7,4,2,1,2,1900-01-01 00:00:00,30,5,4
1,Usaquén,2,3,3,4,4,2,4,13,19:00:00,22,1,8
1,Chapinero,2,4,2,4,2,2,4,1,23:00:00,56,1,2
1,Chapinero,4,3,4,3,1,2,4,13,88,15,2,4
1,Chapinero,3,3,2,2,1,2,3,2,88,15,2,4
2,Tunjuelito,3,2,1,1,1,2,1,3,21:00:00,21,1,6
1,Barrios Unidos,3,3,1,5,1,2,3,1,88,38,5,6
1,Usaquén,4,2,1,4,1,1,1,2,18:00:00,59,1,8
1,Barrios Unidos,3,3,2,6,1,1,12,5,18:00:00,36,1,9
2,Chapinero,4,2,3,4,1,2,3,1,88,59,1,8
1,Usaquén,4,3,4,1,1,2,6,7,20:00:00,56,5,8
1,Usaquén,4,3,4,1,3,2,6,1,18:30:00,26,1,9
2,Barrios Unidos,3,3,3,5,3,1,3,2,20:00:00,47,1,8
3,Barrios Unidos,3,2,3,4,3,1,1,1,20:00:00,17,2,8
1,Bosa,2,2,2,1,4,1,1,6,20:00:00,49,1,4
3,Chapinero,2,3,3,6,4,1,3,3,18:00:00,47,5,4
1,Los Mártires,3,2,1,7,3,2,3,1,19:00:00,28,1,7
1,Barrios Unidos,3,2,2,2,3,2,3,1,20:00:00,24,3,5
1,Engativá,3,2,1,3,3,2,9,8,21:00:00,32,1,8
1,Suba,4,1,1,1,4,2,1,1,88,27,1,8
2,Soacha,3,2,3,3,4,2,1,2,18:00:00,47,1,7
1,Ciudad Bolívar,2,3,1,1,3,2,1,2,22:00:00,27,3,5
1,Teusaquillo,4,3,4,2,3,2,5,1,20:00:00,35,1,9
3,Puente Aranda,3,2,5,7,4,2,9,3,21:00:00,33,1,6
2,Chapinero,2,2,2,4,3,2,3,1,22:00:00,38,1,8
3,Suba,2,4,3,3,4,2,1,3,88,52,1,5
3,Suba,3,4,3,4,3,1,1,2,88,70,5,5
1,Suba,3,2,2,7,3,2,1,3,88,24,4,8
3,Chapinero,2,3,2,5,4,1,1,6,19:00:00,54,1,5
2,Engativá,2,2,2,2,3,2,3,2,88,32,1,6
1,Chapinero,4,3,3,4,1,2,6,10,19:00:00,38,1,5
1,Engativá,3,3,5,2,3,2,1,2,88,19,2,5
1,Puente Aranda,3,2,1,1,4,1,12,5,19:00:00,23,3,6
1,Engativá,2,3,2,1,4,1,3,2,20:00:00,22,2,5
3,Bosa,2,3,5,5,3,1,1,7,05:00:00,32,1,5
3,Chapinero,3,4,2,2,3,1,6,1,06:00:00,72,6,8
1,Usaquén,3,2,1,1,3,1,3,5,18:00:00,70,4,4
3,Bosa,3,3,1,1,3,1,1,9,20:00:00,24,1,6
3,Suba,4,3,1,1,4,1,1,9,1900-01-01 00:00:00,24,2,8
2,Barrios Unidos,3,3,2,1,3,1,3,12,1900-01-01 00:00:00,26,1,8
3,Fontibón,4,3,1,1,4,2,1,2,1900-01-01 00:00:00,24,3,8
1,Bosa,2,3,2,1,4,1,1,12,1900-01-01 00:00:00,26,4,8
1,Engativá,3,2,1,2,3,1,3,1,21:00:00,59,1,6
2,Kennedy,2,2,2,1,3,1,1,2,20:00:00,36,1,5
1,Usaquén,4,2,1,2,3,1,3,1,21:00:00,54,1,6
2,Barrios Unidos,3,2,2,5,3,1,4,2,23:30:00,33,1,5
2,Engativá,3,3,2,1,3,1,3,5,05:00:00,29,1,8
2,Puente Aranda,3,2,5,5,3,1,3,1,06:00:00,17,2,7
3,Chapinero,3,3,3,1,3,1,12,5,20:00:00,15,2,4
1,Chapinero,4,3,1,1,3,1,1,2,20:00:00,50,1,6
1,Chapinero,4,2,1,6,3,1,5,2,21:00:00,30,1,8
1,Usaquén,3,3,1,1,4,1,1,2,21:00:00,24,2,7
1,Chapinero,4,4,3,5,3,1,7,4,20:00:00,21,1,8
1,La Candelaria,3,3,3,4,4,1,6,1,20:00:00,52,2,9
1,Suba,5,3,6,4,4,1,6,1,20:00:00,33,2,9
1,Barrios Unidos,4,4,3,2,3,2,3,3,1900-01-01 00:00:00,62,1,9
1,Barrios Unidos,4,2,1,1,3,1,3,1,22:30:00,55,1,9
3,Chapinero,3,2,2,1,4,2,1,2,1900-01-01 00:00:00,21,3,6
3,Chapinero,3,3,3,4,4,1,12,12,88,42,1,5
1,Bosa,2,3,1,5,3,1,5,3,18:00:00,30,3,8
1,Fontibón,4,4,5,6,1,1,3,2,17:00:00,21,2,5
1,Kennedy,3,2,4,1,3,1,10,1,18:00:00,30,1,5
3,Soacha,3,2,1,1,1,1,3,2,22:00:00,19,1,7
2,Barrios Unidos,3,3,4,3,3,1,6,1,20:30:00,33,1,8
3,Engativá,3,2,1,1,3,1,3,1,22:00:00,48,1,5
3,Tunjuelito,2,2,4,2,3,1,1,12,19:00:00,24,1,5
3,Ciudad Bolívar,2,2,1,1,1,2,1,1,21:00:00,41,1,5
3,Suba,2,3,5,1,1,1,4,2,22:00:00,17,1,5
1,Chapinero,4,2,1,1,3,2,5,1,21:00:00,26,1,8
3,Barrios Unidos,3,3,5,5,3,1,12,4,18:00:00,21,2,8
3,Chapinero,3,2,2,3,2,1,12,12,88,56,5,5
3,Kennedy,3,3,3,4,3,1,3,3,88,26,1,6
1,Engativá,3,2,4,2,3,2,10,12,21:00:00,20,2,5
1,Bosa,3,2,1,2,3,2,10,1,22:00:00,25,3,7
3,Suba,2,3,2,4,3,2,1,2,21:00:00,37,1,6
3,Chapinero,3,3,2,4,3,2,12,3,21:00:00,25,1,8
3,Chapinero,3,2,2,5,3,2,5,1,20:00:00,37,1,8
3,Tunjuelito,2,2,1,1,1,1,3,1,20:30:00,32,1,6
3,Barrios Unidos,3,4,4,6,3,1,3,2,19:00:00,21,3,6
3,Barrios Unidos,3,4,3,5,1,1,12,12,20:00:00,52,5,6
3,Barrios Unidos,3,3,5,4,1,1,3,12,21:00:00,26,1,8
2,Bosa,2,3,2,4,4,2,3,2,88,41,1,6
1,Suba,2,3,3,4,3,2,1,2,19:00:00,28,1,6
3,Barrios Unidos,3,2,4,1,3,1,5,1,23:00:00,28,1,6
3,Barrios Unidos,3,4,3,4,3,1,10,12,88,35,1,8
3,Barrios Unidos,3,3,2,5,1,2,5,1,22:00:00,54,5,5
1,Bosa,2,2,4,6,3,2,3,3,88,32,5,4
1,Soacha,5,2,3,4,1,1,9,12,22:00:00,31,1,8
1,Los Mártires,3,2,3,5,1,1,4,5,88,52,1,8
3,Barrios Unidos,3,2,4,7,3,2,5,12,23:00:00,60,1,5
1,Barrios Unidos,3,4,3,4,3,2,3,1,20:00:00,20,2,8
3,Barrios Unidos,3,3,5,4,4,1,3,3,88,58,5,8
3,Barrios Unidos,3,2,1,4,3,1,12,1,21:00:00,26,1,5
1,Bosa,2,4,3,4,4,1,1,3,88,25,1,8
3,Engativá,3,2,2,7,2,1,4,3,22:00:00,52,1,4
2,Barrios Unidos,3,2,2,1,4,2,9,1,01:00:00,35,1,8
2,Engativá,3,2,3,4,1,1,1,1,88,59,5,4
3,Bosa,2,4,4,5,4,2,1,2,88,52,1,4
1,Engativá,3,2,5,7,1,2,1,2,88,23,1,8
3,Chapinero,3,3,5,7,3,1,12,4,88,20,1,6
2,Barrios Unidos,3,3,5,4,1,2,12,3,20:30:00,24,1,7
1,Engativá,2,3,2,1,3,1,3,1,23:00:00,37,1,6
3,Barrios Unidos,3,3,5,5,3,1,9,11,20:00:00,26,1,8
1,Barrios Unidos,4,2,1,7,1,2,3,2,22:00:00,49,1,6
1,Usme,2,3,5,4,3,2,1,3,22:00:00,31,1,5
3,Barrios Unidos,3,2,4,2,1,1,3,10,21:00:00,31,1,6
1,Barrios Unidos,3,3,1,5,3,2,6,11,19:00:00,27,1,5
2,Barrios Unidos,3,3,5,6,3,1,12,3,19:30:00,68,1,1
3,Barrios Unidos,3,3,3,4,3,1,12,4,20:00:00,37,1,5
3,Suba,2,3,3,2,3,2,4,2,20:00:00,19,1,4
3,Engativá,3,4,5,6,4,2,3,1,20:00:00,25,1,6
2,Soacha,1,3,3,6,2,2,3,3,21:00:00,44,1,2
3,Bosa,2,3,5,6,1,1,9,11,19:00:00,26,1,6
3,Suba,1,4,5,3,1,1,4,3,88,36,1,5
3,Engativá,3,3,5,6,3,2,3,1,23:00:00,55,1,6
3,Barrios Unidos,3,2,1,1,4,2,12,1,88,56,1,5
2,Ciudad Bolívar,2,2,2,2,3,2,10,1,23:00:00,20,1,6
1,Engativá,3,3,2,6,4,1,1,2,21:00:00,24,1,8
1,Kennedy,3,3,4,2,4,1,3,4,21:30:00,21,3,6
2,Barrios Unidos,3,2,1,1,3,2,10,1,88,26,1,8
1,Rafael Uribe Uribe,2,3,5,4,1,1,3,1,21:00:00,17,2,5
3,Bosa,2,3,1,5,4,1,1,12,19:00:00,28,1,5
3,Barrios Unidos,3,4,3,4,1,1,12,9,88,35,1,6
1,Fontibón,3,2,1,1,1,2,10,1,12:00:00,34,1,6
2,Ciudad Bolívar,2,3,3,8,1,1,3,2,19:00:00,30,1,8
3,Barrios Unidos,3,2,3,5,3,2,1,4,21:00:00,21,1,8
3,Barrios Unidos,3,2,2,2,3,1,5,1,20:00:00,17,2,4
1,Barrios Unidos,3,3,2,5,3,1,9,3,20:00:00,27,1,5
3,99,3,2,1,2,3,2,1,2,88,29,1,5
1,99,3,3,3,3,3,1,4,2,88,20,1,5
2,Barrios Unidos,3,2,4,1,3,1,3,1,88,64,1,1
3,Barrios Unidos,3,2,6,1,3,1,1,2,18:00:00,28,1,5
3,Barrios Unidos,3,3,3,5,3,1,1,2,88,42,1,6
3,Barrios Unidos,3,3,3,4,3,1,4,2,88,36,1,5
1,Barrios Unidos,3,2,2,2,3,1,1,2,88,26,1,5
3,Barrios Unidos,3,2,6,2,3,1,6,1,88,24,1,3
2,Barrios Unidos,3,2,3,99,3,1,1,1,88,42,1,4
2,Barrios Unidos,3,2,2,7,3,1,4,2,99,22,1,3
2,Barrios Unidos,3,2,6,6,2,1,3,11,88,19,1,5
3,Barrios Unidos,3,2,2,4,3,1,3,1,88,33,1,5
3,Barrios Unidos,3,2,2,2,3,2,4,2,88,33,1,5
2,Barrios Unidos,3,2,2,2,3,1,1,2,88,33,1,5
3,Barrios Unidos,3,2,1,1,3,1,12,1,88,29,1,5
3,Barrios Unidos,3,2,5,7,3,1,4,2,88,23,2,7
2,Barrios Unidos,3,3,3,4,3,1,3,3,88,40,1,5
3,Barrios Unidos,3,2,5,6,3,1,4,1,88,34,1,6
3,Barrios Unidos,3,3,3,2,2,2,3,1,88,47,1,5
1,Barrios Unidos,3,2,6,7,2,1,1,2,88,19,3,8
1,Barrios Unidos,3,3,3,5,3,1,4,3,88,37,1,3
1,Barrios Unidos,3,3,3,4,3,1,4,2,88,30,1,5
1,Los Mártires,3,4,3,4,3,2,3,2,88,20,2,7
3,Barrios Unidos,3,2,1,2,3,1,3,2,88,30,4,6
3,Barrios Unidos,3,2,1,1,3,1,3,4,88,31,4,5
2,Barrios Unidos,3,3,1,7,3,1,4,4,88,47,1,5
1,Barrios Unidos,3,3,6,4,2,1,3,1,88,21,2,5
1,Barrios Unidos,3,3,3,6,3,1,3,2,88,20,2,5
3,Barrios Unidos,3,2,1,2,1,1,3,1,88,28,5,6
1,Barrios Unidos,3,2,6,7,3,2,1,2,88,43,1,5
2,Barrios Unidos,3,3,3,5,1,1,9,3,88,27,1,8
3,Barrios Unidos,3,2,3,5,3,1,10,1,88,21,1,6
3,Barrios Unidos,3,1,1,4,3,1,1,2,88,15,2,4
3,Suba,2,3,5,4,3,1,1,2,21:00:00,37,1,5
3,Chapinero,2,2,5,3,3,1,4,1,88,42,1,4
3,Soacha,3,2,4,5,4,1,1,2,88,20,2,7
3,Barrios Unidos,3,2,1,1,3,1,3,6,23:00:00,24,1,8
1,Engativá,3,3,5,6,3,2,4,5,21:30:00,22,3,7
3,Kennedy,2,3,4,3,3,2,1,2,21:00:00,39,1,5
2,Barrios Unidos,3,3,5,6,3,2,6,1,20:00:00,49,1,5
1,Barrios Unidos,3,2,5,4,1,2,7,1,23:00:00,50,1,5
1,Suba,4,3,3,4,3,1,5,3,18:00:00,32,1,9
3,Barrios Unidos,3,3,5,4,1,2,9,4,18:00:00,27,1,8
3,Barrios Unidos,3,3,1,1,3,1,3,1,22:00:00,57,5,8
2,Barrios Unidos,3,3,1,6,3,2,1,2,88,53,1,6
1,Barrios Unidos,3,3,1,1,3,1,12,1,88,23,5,5
3,Barrios Unidos,3,3,3,4,3,2,12,4,19:30:00,19,1,5
3,Suba,5,4,3,4,1,1,5,7,88,60,1,8
3,Barrios Unidos,3,2,5,2,3,1,3,2,21:00:00,47,1,5
3,Barrios Unidos,3,3,3,7,3,1,12,3,17:00:00,42,1,5
3,Barrios Unidos,3,3,5,2,3,2,4,1,10:00:00,53,1,5
2,Barrios Unidos,3,3,5,1,3,2,1,2,88,22,1,5
1,Barrios Unidos,3,3,6,7,3,2,5,13,20:00:00,37,1,5
2,Barrios Unidos,3,4,5,4,4,1,1,4,20:00:00,26,1,8
3,Engativá,2,4,3,4,3,1,4,3,19:00:00,50,1,3
1,San Cristóbal,2,2,1,1,3,2,1,2,21:00:00,27,1,6
2,Barrios Unidos,3,2,1,2,3,2,7,1,19:00:00,50,1,5
1,Barrios Unidos,4,3,4,7,3,1,6,13,22:00:00,18,1,5
3,Barrios Unidos,3,2,1,3,4,1,6,1,23:00:00,20,1,5
3,Barrios Unidos,3,2,4,2,4,1,6,1,88,43,1,4
2,Barrios Unidos,3,3,2,1,3,2,1,1,21:00:00,59,1,5
1,Barrios Unidos,3,3,5,7,4,2,1,1,88,38,1,4
1,Barrios Unidos,3,4,5,2,3,2,10,2,18:00:00,28,3,7
3,Barrios Unidos,3,3,5,5,1,2,1,1,20:00:00,19,1,6
3,Chapinero,2,3,6,4,3,1,12,3,22:00:00,30,1,5
3,Barrios Unidos,3,3,5,2,3,1,12,11,88,28,1,4
1,Engativá,2,4,3,6,1,1,3,1,05:00:00,23,3,6
1,Kennedy,3,4,1,6,1,1,3,1,05:00:00,25,3,6
1,Tunjuelito,4,2,3,6,3,1,12,11,21:00:00,34,1,8
3,Barrios Unidos,3,2,1,4,3,2,1,2,1900-01-01 00:00:00,18,3,5
1,Barrios Unidos,3,3,2,3,1,1,3,1,19:00:00,52,1,8
2,Barrios Unidos,3,4,5,5,3,2,3,4,18:30:00,22,2,7
3,Usme,1,3,3,6,2,1,1,3,22:00:00,27,1,5
3,Barrios Unidos,3,3,1,5,3,2,3,10,19:00:00,67,6,8
2,Barrios Unidos,3,2,6,3,3,2,3,1,22:00:00,43,1,6
3,Barrios Unidos,3,3,2,7,4,2,4,1,21:00:00,48,1,8
3,Barrios Unidos,3,4,3,4,3,1,1,11,22:15:00,20,3,7
3,Barrios Unidos,3,2,4,3,3,2,12,2,21:00:00,42,1,8
3,Barrios Unidos,3,2,6,7,2,1,3,7,03:00:00,25,1,8
1,Suba,4,3,5,5,3,1,1,2,22:30:00,19,1,6
3,Barrios Unidos,3,3,5,5,3,1,3,1,02:00:00,22,2,7
3,Barrios Unidos,3,2,1,7,4,1,1,1,04:00:00,17,2,4
1,Barrios Unidos,3,3,1,1,1,2,5,1,22:00:00,44,1,5
1,Barrios Unidos,3,4,3,4,1,2,3,11,19:00:00,68,5,4
3,Bosa,2,2,2,7,3,2,1,2,21:30:00,18,1,5
2,Barrios Unidos,2,2,1,7,3,1,3,10,20:00:00,22,1,5
3,Barrios Unidos,4,2,1,1,4,1,9,1,23:00:00,23,1,6
1,Barrios Unidos,4,2,1,1,4,1,4,1,22:00:00,23,5,6
1,Bosa,99,3,2,6,3,1,3,1,19:00:00,42,1,6
3,Barrios Unidos,3,2,1,7,4,2,3,1,88,28,1,8
2,Chapinero,1,2,5,1,4,2,6,1,1900-01-01 00:00:00,35,5,3
2,Fontibón,2,2,1,1,4,2,3,1,22:00:00,39,1,6
3,Teusaquillo,3,2,1,1,3,1,12,1,22:00:00,28,1,8
2,Puente Aranda,3,2,2,5,1,2,3,2,21:00:00,19,2,5
1,99,99,3,3,4,3,1,1,1,88,99,1,99
1,Ciudad Bolívar,99,2,1,1,1,2,1,2,22:00:00,23,4,5
1,Ciudad Bolívar,99,2,1,1,1,2,1,10,22:00:00,25,4,5
1,Rafael Uribe Uribe,3,3,5,6,1,2,1,12,20:00:00,23,2,9
1,Barrios Unidos,3,2,1,2,1,1,11,1,12:00:00,33,1,5
2,Teusaquillo,4,3,2,6,1,3,3,12,88,62,6,8
3,Barrios Unidos,3,4,7,8,3,1,3,1,04:00:00,63,4,6
3,Barrios Unidos,3,3,7,8,3,3,3,2,19:30:00,24,2,8
2,Barrios Unidos,3,3,7,8,3,3,9,11,11:00:00,19,2,7
3,Engativá,3,2,1,1,3,3,3,13,22:00:00,52,1,6
3,Barrios Unidos,3,3,2,1,3,1,12,12,19:00:00,23,4,6
2,Puente Aranda,3,4,5,8,2,1,1,13,88,20,2,5
2,Barrios Unidos,3,2,2,1,3,2,10,12,88,46,1,2
3,Bosa,2,3,2,4,3,1,1,13,21:00:00,18,1,5
3,Barrios Unidos,3,3,7,4,3,1,3,12,88,37,5,5
3,Barrios Unidos,3,2,5,7,3,3,9,12,12:00:00,34,3,9
2,Barrios Unidos,3,2,1,7,3,3,10,1,21:00:00,21,2,6
3,Bosa,3,3,2,8,3,1,1,13,22:00:00,17,2,5
3,Barrios Unidos,3,4,5,8,3,3,3,11,21:00:00,39,1,9
3,Barrios Unidos,3,2,1,1,3,3,12,11,88,40,3,8
1,Barrios Unidos,3,3,7,6,3,3,6,1,20:00:00,63,5,5
1,Barrios Unidos,3,3,3,4,3,1,1,12,20:00:00,29,1,9
1,Barrios Unidos,3,4,7,8,3,2,3,12,20:30:00,16,2,4
3,Barrios Unidos,3,4,3,6,3,3,3,12,18:00:00,21,5,7
3,Barrios Unidos,3,2,1,1,4,3,9,1,88,60,1,5
3,Barrios Unidos,3,2,4,5,3,1,1,12,21:00:00,25,5,6
3,Barrios Unidos,3,4,1,5,3,3,1,11,88,61,1,8
1,Barrios Unidos,3,2,1,8,3,3,1,1,88,42,1,6
3,Barrios Unidos,3,4,5,8,3,3,4,12,21:30:00,21,2,6
1,Barrios Unidos,3,4,2,8,1,2,1,12,20:00:00,37,1,5
1,Barrios Unidos,3,4,5,4,3,1,9,12,21:00:00,19,2,7
1,Kennedy,2,3,5,6,4,3,1,1,88,33,1,8
3,Barrios Unidos,3,2,1,8,1,3,13,13,22:00:00,42,7,8
3,Engativá,2,4,5,6,3,3,3,1,22:00:00,41,1,8
3,Barrios Unidos,3,3,1,4,3,3,6,1,22:00:00,20,1,5
1,Suba,3,4,5,6,1,3,1,8,21:00:00,28,3,7
2,San Cristóbal,3,2,1,3,1,2,4,13,21:00:00,26,1,6
2,Engativá,3,2,6,2,2,2,1,4,19:00:00,23,1,5
3,Bosa,3,3,5,6,3,2,1,6,22:00:00,28,1,6
1,Soacha,2,2,2,2,1,2,1,3,20:00:00,24,1,4
1,Ciudad Bolívar,1,2,2,3,1,1,1,1,23:00:00,17,2,4
2,Ciudad Bolívar,2,3,2,3,1,1,1,2,23:00:00,38,1,5
1,Ciudad Bolívar,2,3,2,5,1,1,1,5,17:00:00,26,1,7
3,Teusaquillo,4,3,2,2,1,1,1,3,22:00:00,25,1,7
3,Engativá,3,2,3,4,3,1,1,13,88,19,2,7
2,Kennedy,3,3,6,7,3,1,1,5,20:00:00,23,2,4
3,Usaquén,4,2,3,3,3,1,1,13,88,19,2,4
3,Usme,2,2,2,2,1,1,1,2,88,29,1,7
2,Suba,3,2,2,1,4,1,1,6,17:00:00,40,1,6
3,Kennedy,2,2,4,3,3,1,1,5,22:00:00,21,1,7
2,Suba,3,3,3,4,1,1,1,2,23:00:00,20,2,5
1,Suba,3,2,1,4,1,1,1,2,00:00:00,20,2,5
2,San Cristóbal,2,2,2,4,3,1,1,2,16:00:00,24,1,6
2,Usme,2,3,3,1,3,1,1,2,88,45,1,6
1,Bosa,2,3,2,4,4,1,1,2,22:00:00,25,2,7
2,Engativá,4,3,3,1,2,1,1,2,22:00:00,21,2,7
2,Usme,2,3,3,2,1,1,1,9,88,48,1,6
3,Barrios Unidos,4,4,4,5,2,1,1,2,18:00:00,17,2,5
3,Barrios Unidos,4,4,3,6,1,1,1,2,18:00:00,18,1,5
2,Engativá,3,3,4,5,2,1,1,2,88,45,1,9
2,Kennedy,2,4,1,1,1,1,1,10,22:00:00,32,1,5
3,Chapinero,4,3,3,4,4,1,1,4,22:00:00,36,1,6
2,Soacha,3,3,3,4,3,1,4,3,20:00:00,22,1,6
2,Rafael Uribe Uribe,2,2,5,7,3,2,1,2,21:00:00,29,2,6
2,San Cristóbal,2,2,6,7,1,1,1,13,22:00:00,19,1,5
1,Fontibón,3,3,3,5,1,1,1,2,21:00:00,25,1,6
2,Engativá,3,2,1,1,3,1,1,1,22:00:00,32,1,4
2,Chapinero,3,2,6,3,1,1,1,3,88,38,1,8
3,Soacha,3,3,3,7,3,1,1,2,19:00:00,21,1,6
2,Puente Aranda,3,3,3,5,1,1,3,2,22:00:00,31,1,7
2,Engativá,3,3,3,4,1,1,3,3,22:00:00,19,2,8
2,Ciudad Bolívar,1,2,3,7,1,1,1,3,88,23,1,6
2,Usaquén,4,2,2,5,3,2,1,2,19:00:00,27,1,6
1,Ciudad Bolívar,2,2,2,3,3,2,1,2,20:00:00,18,2,5
3,Kennedy,2,3,4,2,3,2,1,1,20:00:00,20,3,5
3,Engativá,2,3,1,1,3,2,1,2,18:00:00,29,1,4
3,Suba,3,2,1,2,3,2,1,2,17:00:00,21,3,5
2,Soacha,3,1,2,1,3,2,1,2,18:00:00,21,3,6
3,Kennedy,2,3,7,6,3,1,1,3,18:00:00,19,1,5
2,Kennedy,2,2,6,5,3,1,1,2,17:00:00,28,1,5
3,San Cristóbal,2,3,2,5,3,1,1,2,20:00:00,33,1,6
3,Suba,2,2,1,3,3,1,1,2,18:00:00,16,2,5
1,Santa Fe,2,2,2,3,3,2,4,1,22:00:00,19,1,5
2,Suba,2,1,2,3,3,1,1,3,18:30:00,17,2,5
3,Bosa,3,2,1,2,3,1,1,4,19:00:00,20,1,6
